Issue,Storypoint
"Chrome & IE mis-behavior
On Wed, Aug 4, 2010 at 12:21 PM, Bryan Beecher <bryan@umich.edu> wrote:     OK, this is really weird.     Chrome throws a tomcat error.     IE hangs.     Firefox works A-OK.     I'll use Firefox. :-)          -- bryan   On Wed, Aug 4, 2010 at 12:18 PM, Bryan Beecher <bryan@umich.edu> wrote:         Hey, Carissa, I logged in, changed the password, and after hitting submit, got a page with this:         {""user"":{""accountNonExpired"":true,""accountNonLocked"":true,""credentialsNonExpired"":true,""enabled"":true,""grantedAuthorities"":[""ROLE_ADMIN"",""ROLE_USER""],""password"":""[omitted]"",""username"":""admin""}}          which contains the new password.  However, whenever I navigate to the home page (URL below), I get a 500 response from tomcat, and a long stack trace (which I can send it if it helpful).         If I cut-n-paste the URL into a different browser, I do get the login screen, but it just hangs when I try to authenticate.              -- bryan",1
"Ability to view the actual number of items in a space when the count exceeds current limit (1000 now)
nan",1
"In Service UI: Config : Exclusions - clarify relationship to a ""mode"" and the user configs that go with it.
nan",1
"Service Report Dashboard
This task is to create a UI dashboard for displaying and downloading reports on service jobs. Information about both running services and completed services will need to be displayed.  REST API calls should be available from which the service report information can be gathered. A UI will need to be created to be able to display the information in the reports.  The reports will likely be in XML, so XSLT is an option for display.",5
"On session timeout, make sure javascript forces the user to login (instead of failing ungracefully)
nan",1
"Service configuration: schema update for nested modes
This improvement is to update the service-types.xsd to define serviceType as its current sequence of config elements as well as a modeType that itself contains another modeType and the sequence of config elements.",1
"Service Report: backend utility for completed services
This feature provides the backend support for providing service summary details for services that have completed. 'Completed' is defined as either coming to a state of 'success' or 'failure', or in the case of services that just stay running (e.g. Image-Server) coming to the state 'started'. Service summaries should be collected as soon as the service completes and be persisted to a single file containing all services. This single report file will start fresh on a monthly basis.",5
"DurAdmin - enter key does not properly submit content detail edit
When editing the mime-type of a content item in DurAdmin (using the ""edit content item"" dialog), using the enter key to submit does not save the value which was input and returns the user to the main spaces view with no space selected. Using the Save button works just fine. Using the enter key should perform the same function as clicking Save.",1
"DurAdmin - next and previous buttons for content list are displayed even when not necessary
The recently added next and previous buttons to allow cycling through large sets of content items seem to show up even where are only a few content items in a space. Those buttons should only be available when there are more content items than can be displayed in the scroll window.",1
"DurAdmin - ""Login"" button on login screen does not respond to Enter key on Chrome
When using the Google Chrome browser and attempting to log in via DurAdmin, the Login button is not triggered by hitting the Enter key. Clicking on the Login button works fine. In Firefox and IE both clicking on the button and hitting the Enter key work fine.",1
"Cannot display Spaces in DuraAdmin UI
After logging into the DuraAdmin web app I can navigate to most tabs successfully, but when selecting the Spaces tab, I get a pop-up that says only ""error:undefined"".  And the sync tool also exhibits a problem trying to access Spaces:  Starting up the Sync Tool ...Exception in thread ""main"" java.lang.RuntimeException: Could not connect to space with ID 'synctest4'.         at org.duracloud.sync.endpoint.DuraStoreSyncEndpoint.ensureSpaceExists(DuraStoreSyncEndpoint.java:82)         at org.duracloud.sync.endpoint.DuraStoreSyncEndpoint.<init>(DuraStoreSyncEndpoint.java:69)         at org.duracloud.sync.endpoint.DuraStoreChunkSyncEndpoint.<init>(DuraStoreChunkSyncEndpoint.java:33)         at org.duracloud.sync.SyncTool.startSyncManager(SyncTool.java:89)         at org.duracloud.sync.SyncTool.runSyncTool(SyncTool.java:185)         at org.duracloud.sync.SyncTool.main(SyncTool.java:240) ",1
"Content does not complete if list size >= 1000
When the number of content items within a space exceeds 1000 and the ""maxResults"" parameter is set to 1000 or greater (1000 is the default), then ContentIterator.java eventually terminates early. This is because the underlying query to the storage provider is maxResults+1 to account for the possibility that the space metadata content object may be in the listing. Since the S3 client will only return a max of 1000 items regardless of the maxResults parameter, the call with 1001 effectively turns into a call for 1000 items. The logic in ContentIterator is terminating if the number of items in the listing returned is less than the maxResults parameter, which is the case when 1000 items are returned and one is removed (i.e. the space metadata object).",1
"Exception thrown on duradmin initialization
The attached stacktrace has begun appearing in the catalina.out log when running the app-config initialization tool. By downloading various revisions of the baseline, I was able to associate the origins of the stacktrace to svn r[47], on Aug 2nd. http://groups.google.com/group/duracloud-codewatch/browse_thread/thread/4dcd83462d243272?hl=en#  I observe the stacktrace when running   mvn clean install -DskipTests  from the top of the baseline, followed by   java -jar app-config/target/app-config-0.5.0-SNAPSHOT-driver.jar localhost.properties  It is unclear to me if the mods to   trunk/duradmin/src/main/webapp/WEB-INF/config/tiles.xml   trunk/duradmin/src/main/webapp/WEB-INF/jsp/error.jsp  cause the error, or just allow it to be visible in the catalina.out log.   As a note, I also get the same result when running the following curl command:    curl -d duradmin-init.xml -u un:pw http://localhost:8080/duradmin/init",1
"Allow users to select S3 storage class
As of release 0.6: - All content added to S3 is set to the reduced redundancy storage class - There are tasks available which will transition all content in a given space to a particular storage class (either standard or reduced redundancy)  This task is to: - Provide a way for the user to select which storage class they would prefer to be set when new content is added. This selection would be for all content in an account.  Later tasks will need to handle: - Provide selection of storage class at the space level - Provide a way for users to transition their existing content to their preferred storage class. This will likely be a service which leverages the existing tasks.",3
"REST-API: Create top-level exception barrier
This improvement is to create a top-level exception barrier for the durastore and duraservice REST-APIs. Currently, unexpected exceptions appear in the client response as either a stacktrace or a tomcat html error document.",1
"Add support for CloudFront invalidation
Since the media streaming service was created, Amazon has added a feature called Invalidation, which provides an API call to remove content from CloudFront. The media streaming service should be updated to make use of this call when stopping the service, so content will no longer be available for streaming when the service has been turned off.",1
"Metadata name prefix mismatch between durastore & duradmin
The duradmin metadata prefix is an extension of the durastore metadata prefix durastore: x-dura-meta- duradmin: x-dura-meta-ext-  Therefore, metadata that is created through the durastore REST-API may not contain the full prefix that duradmin is expecting. These two prefixes need to be made consistent, and the logic should probably be pushed down from duradmin into storeclient.",3
"Test Infrastructure: mocking integration tests
This improvement is to allow developers to run the test suites more often by reducing the amount of time it takes to run a build. There are many integration tests that unnecessarily go all the way to the underlying storageproviders. These tests should be revisited with an eye towards mocking out the network calls where they are overly redundant.",8
"Test Infrastructure: reinstate bamboo
nan",1
"DurAdmin: Uploaded file can be displayed in the wrong space
When uploading a file, when the upload completes, the content Id of the uploaded file is added to the list of items in the currently viewed space, even if that is not the space where the item has been stored. Clicking on the content Id then brings up a ""get item failed: error"" dialog. Clicking on the either space (the one being viewed or the one where the upload landed) allows them to refresh and show the correct listing.",1
"DurAdmin: Images in closed spaces should be displayed as if no J2K service exists
Re: DURACLOUD-196, when a space is closed, the View link still attempts to open it in a J2K viewer. Along with the current notice (and link to open the space), the images should act like the J2K service is not deployed until the space is opened. ",1
"Fedora Integration: Basic-Auth for externally referenced datastreams
This feature is the DuraCloud marker for the Fedora issue: https://jira.duraspace.org/browse/FCREPO-748",1
"Fixity Service: Amazon Elastic Map Reduce version
nan",8
"Bit Integrity Service: update UI based on new service-config schema
nan",4
"Incorrect redirects from http to https
Saw this while testing with Poster:  When performing a PUT to add a new content item, if everything is right, except you use http rather than https in the URL you end up with a 404 response.  Using httpfox, I can see that what happens is that a 301 is sent back and the original request is forwarded to the https address, but as a GET rather than a PUT. So the 404 is the result of attempting a GET on a content item which does not exist.  It would appear that the HTTP verb is lost in the redirect.",2
"On some machines, not able to login to Duradmin
Brian Beecher and Andrew have seen occasional problems logging in.  The symptom:  user tries logging in with correct credentials - no failure, no success.  Brian is using Chrome - doesn't see the problem in ""In cognito"" mode.  Seems to be a caching issue.",1
"Use Amazon java client for Cloudfront
DURACLOUD-178 transitioned the majority of the interactions over to using the Amazon-provided java client. Unfortunately, when that work was done, that client did not yet support Cloudfront, so access to Cloudfront continued to be through Jets3t. Once the Amazon library is updated to include Cloudfront, this task is to complete the transition and remove Jets3t from the S3StorageProvider dependencies.",1
"Create 0.7 AMI
This production AMI should  1. contain removal of $BUNDLE_HOME/container & /work & /attic on shutdown in the /etc/init.d/duraspace script 2. update /etc/apache2/httpd.conf to include the following line:   RewriteLock /var/lock/apache2/apache-rewrite.lock         {new}   RewriteMap local-ip-map prg:/etc/apache2/bin/local-ip.sh {already present} 3. touch: /var/lock/apache2/apache-rewrite.lock",2
"Login failure on some browsers/environments
Firefox 3.6.10 Chrome 6.0.472.62 Opera 10.62-6438  Occasionally on Firefox and Chrome the first time a username/password is provided and the 'enter' key hit, the fields just clear. But immediately re-inserting the values has always succeeded.",1
"Allow storeclient to handle redirects
Currently, if the storeclient is initialized to use port 80 to connect to durastore, it will fail when making calls because the responses are 301s which redirect to port 443. This task is to allow the storeclient to retry using the redirect path rather than failing.  This update would likely benefit the serviceclient as well.",2
"Ensure integrity of input content to hadoop services
This improvement is to revisit the hadoop services: - fixity - bulk image conversion - replication on demand  and ensure the content pulled from S3 is valid with respect to its stored MD5 value.",3
"Notification on service completion.
This task is to provide a notification to the user running a service when that service completes. The notification should include (a link to) the final output report, if one was generated by the service.  Original description: Bryan Beecher suggested that adding some sort of pop-up, email message, or other indicator might be a good idea once the fixity service has finished the job that it is running. It isn't clear how to tell when it is finished beyond polling the Services page.",5
"Add a UI to the retrieval utility
nan",5
"UI Pagination after ""delete all""
The scenario is revealed when wanting to clear the entire contents of a space or the first few hundred items. 1. have a space with many items (+1000, this is commonly the case with the log output from hadoop jobs) 2. select the space and select the check-box that marks all of the items shown on the current page 3. select ""Delete Selected Content Items"" 4. notice all items are deleted 5. select the ""next"" button 6. notice the next page of items is not displayed 7. refresh space (by hitting the space name) and notice the next page of items displays",1
"UI Message when creating space that already exists
When creating a space that already exists, the following pop-up displays the error: ""error: space is undefined""  Normally I can determine that the error must relate to the fact that the space already exists.  But sometimes in creating a new space, the action fails and the space is not listed on the left-hand side listing of spaces. But despite the failure, the space is actually created (although not shown).  So trying to create it again shows the ""error: space is undefined"" message which does not make it very easy to determine the actual error. The suggestion is to render a more specific error message.",1
"Metadata add button label is removed on focus
When adding metadata to either a space or content, the add metadata button label (""+"") is removed as soon as the button gets focus. This follows the [name] and [value] text being removed from the metadata text fields, but it should not happen on the button.",1
"Handle filenames which include spaces
This issue is to review the current set of DuraCloud services and utilities (including the sync and retrieval tools) to determine which ones do not currently support working with content items which include a space ("" "") character in their content IDs. After the list is identified, each service and utility should be updated to handle this case.",3
"DuraAdmin - View images in closed space in the J2K Viewer
Remove the notice that the space needs to be open in order to view the image in the J2K viewer.  Change the link to view closed images in J2K viewer.  Also change viewer url param from http to https.  Make sure to release with issue DURACLOUD-138",1
"Update sync tool command line flags to match retrieval tool flags
The following flags need to be updated in the sync tool to match the retrieval tool: 1. password: change to -p 2. port: change to -r 3. backup (work) directory: change to -w 4. sync (content) directory: change to -c 5. sync deletes: change to -d 6. exit on completion: change to -x 7. add: store id: -i",1
"Update retrieval tool to skip space dir creation on single space retrieval
It is not necessary for the retrieval tool to create a directory for the space being retrieved when retrieval is only for a single space. This task is to update the retrieval tool such that when only one space is being retrieved, the files go directly into the content directory. When multiple spaces are retrieved, space directories are created, as is the case currently.",1
"Selecting a single space for deletion displays ""delete multiple spaces?"" warning
In DurAdmin, if you select a single space for deletion, on the far right you'll see a ""Multiple spaces selected"" message.   After clicking ""Delete Selected Spaces"", you'll also get a warning that says ""Are you sure you want to delete multiple spaces?"".  Obviously, this is a little confusing, as it causes you to have to double check that you aren't accidentally about to delete multiple spaces.",1
"Bulk Image Transformation failures
The Bulk Image Transformation service has failed in numerous tests which has been over a set of TIFF images files supplied by Rhodes. This set includes 317 images, ranging in size from 2.35 MB to 265.42 MB. The primary test case has been converting to JP2 format using the source color space. The service has failed when running with 1 instance of each instance size. The service has also failed in a test running an xlarge instance with only 2 mappers.  Watching the memory consumption on a small instance while the service is running shows that a significant amount of memory is consumed by the mogrify step (which is run using a bash script to call ImageMagick) - all swap space was consumed, and less than 10% of memory remained available.  Testing has indicated that the size of images being transformed likely plays a role in the failures. Moving the two largest Rhodes files to another space (all of the rest of the tiffs being under 115 MB) allowed the transformation to complete successfully using 3 xlarge instances. Running the conversion over the same set with only 1 instance (regardless of size) still failed, however. The attached file shows the list of tiff files which were successfully transformed in these tests, as well as the files on which the tests failed. The large instance was run with two mappers, and the x-large instance with 4 mappers.",5
"Duraservice: Resolve spaces for all providers
This improvement is to have ServiceManager.java resolve the spaces for all providers when a service config object specifies a ""ALL_STORE_SPACES"" mode.",1
"Bit Integrity Service: update service config for provider spaces
This improvement is to change the Bit Integrity Service to leverage the 'mode' schema element to specify the need for resolving spaces for all providers.",3
"Duplicate on Upload: ensure metadata is included
This improvement should ensure that content that is replicated via the ""Duplicate on Ingest"" service should also duplicate the user-supplied metadata.",1
"Integrate Droid for Mimetype detection
nan",2
"Bottleneck in hadoop processing
Two runs of the Bulk Bit Integrity service over the same 1TB set of BHL content took approximately the same amount of time (a few minutes over 8 hours.) The problem is that the first run used 10 small instances and the second run used 10 x-large instances. The x-large instance should have completed the task much faster, not only because they have higher bandwidth and compute capacities, but also because they are set to use 8 mappers per instance rather than the small instance setting of 2.   This task is to discover and fix the bottleneck which is not allowing the x-large instances to run at full capacity.",3
"Allow system services to be deployed along with services which depend on them
This task will remove the system services (imagemagick, webapp util) from the list of deploy-able services and instead have them be deployed as needed when dependent services are deployed. Likely this will mean bundling the jars for these services into the services for which they are a dependency, and updating them to start when they are deployed into OSGI.",2
"Odd characters seemingly replace copyright symbol -- UTF8 issue?
At the bottom of the DurAdmin UI it says, ""ï¿½2010 DuraSpace.org"".",1
"MS-AZURE Space item count is off by one
The number of items listed in an empty AZURE space is -1. The number of items listed in an AZURE space with one content item is 0. etc...",1
"Retrieval Tool to retrieve list of specific files
I think the retrieval tool is missing an option where you can retrieve specific file(s) from a specific space.  So, in the DSpace use case, when doing a partial restore, you may wish to retrieve only a portion of the files from the space (rather than having to pull down all of them).  I would like to be able to request specific files by name (or by a comma separated list of names).  A regular expression could also work, but a list of exact names would seemingly meet the needs for DSpace. So, for DSpace, the AIP files stored in DuraCloud will have very specific names, similar to:  COLLECTION@123456789-10.zip ITEM@123456789-11.zip  Generally the AIP name is a specific format: <DSpace-Object-Type>@<DSpace-Object-identifier>.zip  So, if a DSpace install wanted to restore just a particular object (or small set of objects), it might be nice if they can request *just* those objects by name (rather than having to pull down their entire space).  I just know this is a specific case that's currently missing -- we either need a simple solution from the Retrieval tool, or we need a DSpace-specific tool to support partial content restores (where a user only wants to restore a particular set of items or a single collection).",2
"Create 64-bit dev AMI
nan",2
"Improve performance for retrieve content metadata in AzureStorageProvider
Move the generation of content checksum from getContentMetadata to addContent.  Also waiting for feedback from the Azure team to find out why they do not provide the md5 in the eTag.",1
"Create 0.7.1 release
AMI: ami-24788f4d Docs and artifacts have been created and pushed to dcprod and atlas per: https://wiki.duraspace.org/display/DSPINT/Release-Related+Scripts",1
"When using the previous and next buttons in the DuraCloud Administrator interface, the ""Space Detail"" section on the right disappears.
When navigating through the list of content items for a space using the previous and next buttons in the DuraCloud Administrator interface, the ""Space Detail"" section on the right disappears and only reappears once you re-select the space or click on an individual item.",1
"Bit Integrity Service: split into two services
The clean of the Bit Integrity service should include: - remove 'salt' from UI - split the service into two services:  -- Bit Integrity Tools (generate & compare) -- Bit Integrity (verify)",1
"Cross-Service Clean up
The clean should include: 1. change order of services to be logical (or possibly alphabetical) 2. change name of services in UI to have the same prefix if they are variations on the same service     - example: Bit Integrity Service - Bulk ",1
"Provide a clear visual cue in DurAdmin to indicate which storage provider is currently selected
It has been observed that, when using DurAdmin, it can be easy to forget which storage provider is selected and perform an action on the wrong provider. This task is to provide a visual cue to help distinguish between providers.   One potential way to do this would be for each storage provider to correspond with a different color, and that color be displayed prominently (perhaps even as the spaces area background) when that provider is selected.",4
"Remove ""Location"" selection on service deployment via DurAdmin
Being able to select an alternate deployment location when deploying a service is a feature to come down the road, but in the meantime, the UI should not display this option when none of the services use it.",1
"Simplify deployment of bulk services
Items to simplify for bulk services (Duplicate on Demand, Bulk Image Conversion, Bulk Bit Integrity Checker):  1. Use a default setting for number and type of instances. The number and type will depend on the service and will require testing to determine a reasonable default. (10 large instances should work for Bulk Bit Integrity, testing by the pilot partners should help narrow in on good defaults for Duplicate on Demand and Bulk Image Conversion)  ",3
"Update Image Transformer service deployment options
These changes apply to both the Image Transformer and Bulk Image Transformer services:  - Clarify the ""Destination Color Space"" such that it is not confused with a DuraCloud space - Move file name prefix/suffix options directly under source space",1
"Azure Storage Provider - list space contents contains truncated contentId
The name attribute returned from IBlobContainer.listBlobs sometimes truncates the contentId.  Instead parse the contentId from the uri attribute until Azure4J fixes this issue - https://sourceforge.net/tracker/?func=detail&aid=3116592&group_id=266876&atid=1135911  http://www.windowsazure4j.org/learn/java_docs/org/soyatec/windowsazure/blob/IBlobProperties.html",3
"Bit Integrity Service: simplify user options
This improvement should update the Bit Integrity Service in the following ways: - create a default space for output - create auto-generated output name - provide checkbox for providing input listing name - add a checkbox for ""I do not have an input listing"", which cause an input listing to be generated from metadata ",3
"Bulk Bit Integrity Service: simplify user options
This improvement should include the following updates to the Bulk Bit Integrity Service: - remove config option from ui/xml: ""destination space"" - have service output automatically right to the space ""x-service-out"", with the content prefix ""bitintegrity-bulk/"" - remove config option from ui/xml: ""working space"" - have service automatically set working space to ""x-service-work"" ",2
"Audit log service
This task is to capture and make available to users audit logs which list the activities that have occurred in DuraCloud. There will likely need to be a separate set of logs for storage and services.   Once messaging support has been completed on storage and services, a new service could be created to listen to the messages being sent and store write those to log files which are stored in the user's storage area.",3
"Audit logging: Storage
This task is to capture all of the audit information relating to storage events for all users in a single location. This listener will be running at all times for all users and storing the results within DuraCloud storage. ",5
"sync tool syncing .ds_store files from mac
The sync tool syncs .ds_store files and other peripheral files that are autogenerated by a mac in a folder but that are not actually content that needs to be synced to DuraCloud. Would be nice if the tool knew to automatically ignore these types of files.",2
"ServiceInfo.clone()
The clone() method needs to be implemented in order for ""deployedServices"" within ServiceManager.java not to have their SystemConfig data member become null after deployment when it is currently going out of scope.",1
"Security initialization
This improvement should disallow updates to the root user security credentials via the REST API.",2
"Bulk Bit Integrity Service: error allocating memory
This issue is to resolve the bug recorded at the following link: https://wiki.duraspace.org/display/duracloudpilot/Reported+Issues From Bryan Beecher (ICPSR) on 12/3  The hadoop logs are attached. A brief scan of the logs indicates that the hadoop servers are running out of memory. ",3
"Storage Usage Report Service
Provide a way to generate a report with at least the following information:   - Number of files for each space - Total size of files stored in each space - Average file size for each space - File types (mimetypes) represented in each space  - Total number of files (all spaces) - Total size of all files (all spaces) - Average size of file (all spaces) - File types (mimetypes) represented (all spaces)  - All of the above information for each storage provider in use  These reports should be available for download and should be stored within DuraCloud so that they can be referenced periodically. At some point we may want to provide a way to schedule the running of such reports (monthly).  This would seem to be a good fit for a service which gathers the needed information, formats it, and stores it in an output space.  A REST-api should be exposed for client access to the reports.  This feature was suggested by Markus Wust (NCSU) during a pilot partner meeting on Dec 13, 2010. He was also interested in seeing how the information included in these reports relates to storage costs.",13
"Bit Integrity Service: Incorrect report when item on list does not exist
From David Arjanik (Columbia) on 12/15 Was unable to successfully complete Use Case 4: Preservation Monitoring Test. Here's an excerpt from my notes regarding 2.c of the use case test plan:   c. Service Test 1 i. Using the initial listing from Test0 above, create a new listing file with   some MD5s altered   some entire line items removed   some new line items  Arjanik: Done. Altered checksums of first three lines, deleted the next three lines, and added two lines at the end for files not in the DuraCloud instance. Uploaded to ""admin"" as usecase4-service-test-1.md5  ii. Run fixity service with this altered listing as input as in the previous test  Arjanik: Reconfigured service to run against this new md5 file. Report ran successfully, generating files fingerprints-service-test-1.csv and integrity-report-service-test-1.csv (names I specified in the reconfiguration).  iii. Verify that erroneous entries were identified in the generated report  Arjanik: Downloaded fingerprints-service-test-1.csv and integrity-report-service-test-1.csv. Arjanik: Checked integrity-report-service-test-1.csv. This file is attached. Only one line of report data: | space-id | content-id | 0:admin/usecase4-service-test-1.md5 | 1:admin/fingerprints-service-test-1.csv | status | | Invalid manifest file: newspace | README.txt | Error: metadata is null | for: newspace/README.txt |  Arjanik:    Deleted the new md5 file and the generated report files for this service test from the ""admin"" space to try again.   Reconfigured and re-deployed the service. Downloaded the results. Same results.   Edited the md5 file and replaced fictitious space ""newspace"" with ""usecase3"".   Deleted the old report files and re-deployed the service.   Downloaded the reports. Renamed the integrity report to integrity-report-service-test-1-2nd-try.csv and attached. Results are basically the same as before.   Opened the fingerprints file. The new lines were correctly identified as referring to files that didn't exist in DuraCloud.  The six files that I've attached:  PERFECT MATCH TEST usecase4.md5 - this is the input file listing correct space contents and correct md5 checksums fingerprints.csv - this is the md5 checksum file generated by the Bit Integrity Checker integrity-report.csv - this is the diff report generated by Bit Integrity Checker This test was successful.  ERRORS TEST: - The checksums of the first three files in the list were changed - The next three files were removed from the list. - The last two lines refer to files that are not in our DuraCloud instance. fingerprints-12-15-2010.csv - this file appears to use incorrect formatting in the last two lines, the lines with files that don't exist in the instance. integrity-report-12-15-2010.csv - this is the malformed integrity report.   Service Configuration:  Service Mode: Verify the integrity of a list of items Get integrity information from...:	The storage provider Salt: empty Store: AMAZON_S3 (0) Space with input listing: admin Input listing name: usecase4-service-test-1.md5 Output space: admin Output listing name: fingerprints-12-15-2010.csv Output report name: integrity-report-12-15-2010.csv     -------------------  ",1
"Duplicate on Demand: Service failing
Duplicate on Demand service failed on 12/7  Service Configuration:   Source Space - synctest4   Copy to this store - RACKSPACE (1)   Copy to this space - replicants   Store results file in this space - replicate-out   Working Space - tmp2   Number of Server Instances - 1   Type of Server Instance - Large Instance  Service Final Status:   Job Ended - 2010-12-07 at 04:13:29 PM UTC   Service Status - Job Complete   serviceId - replication-on-demand-service-0.7.1   serviceStatus - STARTED   Job State - FAILED   Job Started - 2010-12-07 at 03:14:37 PM UTC   Job ID - j-9PDVC8SADTPQ  Additional Statistics:   - Run at icpsr.duracloud.org   - synctest4 (source) space has: 74993 items (it is a closed space)   - tmp2 (work) space has: 84 log files (all generated by one run of the service)   - job id j-9PDVC8SADTPQ ran for: 57 minutes before failing   - MapReduce job failed after 57 minutes   - 2 files were successfully duplicated   - In logs: /steps/1/stderr shows 10 task attempts which were all killed after not responding in 10 minutes",2
"Duradmin upload failures for multiple large files
When uploading multiple files through duradmin, failures frequently occur causing the content to not land in durastore. scenario:  1. select a ~100-MB file 2. upload it five times in a row through duradmin using different content-ids, and not waiting for one to complete before uploading them all 3. verify all five files successfully upload  The scenario above consistently fails.",1
"Bulk Bit Integrity Service: add comparison
The bulk bit integrity service should contain the following updates: - add optional config option that takes a user-specified input listing that is used to verify MD5s after the hadoop servers have generated a new listing.  -- if no listing is provided, the service should compare against MD5s stored in storageprovider metadata  -- this post processing should be implemented as a PostJobWorker",3
"reverse upload history order in the upload window
It would be nice to reverse the order of the upload history in the upload window, so that more recent and/or in-progress uploads appear at the top instead of the bottom of the popup window. Sort of what the Firefox download window does. Putting the recent ones at the bottom requires the user to scroll down to see the progress bars of the recent uploads.",1
"Image Viewer Flyout no longer works
In the past, a content item that had an 'image/*' mimetype would present a link on the image thumbnail (if djatoka service was running) or on the canned picture icon. This link would display a ""flyout"" image viewer.  Now, clicking on the thumbnail or picture icon has no effect.",1
"DurAdmin incorrectly displaying 0 for space size
When using DurAdmin to display spaces which are larger than 1000 items, the space size is often mis-reported as being 0, even though there is a listing of items in the space. Also, clicking on the space no longer refreshes the item listing or metadata of a space (this is also true for content items.)",1
"DurAdmin: Delete button mis-aligned
Hovering over a multi-line content item displays a delete button which is half-way between the current item and the next item in the list. The delete button should be displayed completely within the boundary of the content item which it will delete.",1
"Video streaming in duradmin:spaces
This item is to address the issue of duradmin not showing the streaming video when clicking on a content item in a space on which the MediaStreamer has been enabled. Scenario: # create two spaces: 'video' & 'tmp' # add the mp4 file attached to this jira item to the space 'video' # deploy the MediaStreamer server using 'video' as source and 'tmp' as destination # wait until service deployment is complete # click on the mp4 item in the 'video' space # ! the video should be shown in the right-hand column at this point !  Note: If you go directly to  https://<host>/durastore/tmp/singleplayer.html the streaming video will be available.",1
"NullPointerException with Duplicate-on-change service on 'delete content'
This item is to address the issue of a NPE being thrown when the Duplicate-On-Change service is running and an item is deleted. Monitoring the duracloud-servicesadmin.log will show that upon the above action, an NPE is thrown in: org.duracloud.services.replication.Replicator.replicateContent(Replicator.java:127)  The service does successfully remove the item from the secondary store, and remains alive in the OSGi container; however, this case should probably be guarded against.",3
"Duplicate on Change: space access is not propagated
This item is to address the issue of the Duplicate-on-demand service not updating access state on the secondary provider when a space at the primary provider is changed from open to closed, or vice versa. Scenario: # deploy the duplicate-on-demand service # create a space in the primary store # verify that the space was also created in the secondary store # verify that both spaces have the same access state # toggle the access state of the primary space # boom!, notice the access state of the secondary space did not change",1
"Changing space access removes the space metadata
When changing the access level of a space the space metadata is removed.  Create a space Add space metadata Change the space access Refresh the space Notice the space metadata is gone",1
"Media streamer: files not getting set with proper permissions
On occasion, when starting the media streamer service, one or several of the files to be streamed is not set to have the proper permissions for streaming. Thus far, this issue has always been resolved by restarting the media streamer. It seems likely that the missing permission is due to a failed call to S3, so a retry would likely fix the problem.",1
"Chunker Tool: error pushing files in sub-directories on Windows
When running the chunker tool on Windows, if the content directory includes sub-directories with files, the tool will attempt to send each file to DuraCloud with a name ""sub-dir-name\file-name"", which causes an error because the ""\"" character cannot be part of a content ID. This does not show up on Linux/Mac systems because the ""/"" is used instead. This task is to update the chunker tool to replace ""\"" characters with ""/"" characters in all generated content IDs.",1
"DurAdmin: Errors on space filter
When attempting to filter by name in a space (used the x-service-work dir as an example, need this features to get logs for a specific bulk run), I tend to get ""next page failed: error"" and ""Get Space failed: error"" pop-ups. The filter works and loads the list of filtered content items correctly, so the errors seem unnecessary.  It appears that a new attempts is made to get the content listing on every change to the filter box, so each letter I type creates a new call.  My guess is that just adding a ""Filter"" button beside the text box, and only making the call when the button is pressed would fix the issue.",1
"Duplication on Demand destination space
When configuring the Duplication on Demand service, if you leave the destination space name blank, the service should automatically create the destination space with the source space's name.  Carissa ran the service leaving the destination space blank (assuming this would occur) and the service ran to completion... service status read: ""complete"" but no duplicated content was to be found.",1
"Bulk Image Transformer output to be standard CSV format
Currently the output for the Bulk Image Transformer is in a modified CSV format, similar to: name1=value1, name2=value2, name3=value3, ...  This task is to update the output to be in standard CSV format: value1, value2, value3  The first line in the file should a header which indicates the names of the values to follow: name1, name2, name3  The Bulk Bit Integrity service produces this format by allowing the hadoop reducer to produce all of the value lines, then using a post processor to insert the name line at the top.",2
"Consistency of service output destinations and names
This improvement is to ensure that all report-like outputs from services are created in the x-service-out space. Also, the outputs should have a consistent naming convention: <service-identifier>/<report-name> where <service-identfier> = all lowercase with '-' between words if necessary",4
"Refactor integration tests that regularly fail
This task is to determine the integration tests that regularly fail due to ""eventual consistency"" effects or other issues related to the underlying storage provider implementations.  Eventually these tests should either be refactored to be more resistant to underlying storage issues, or should be refactored into unit tests that do not require network connectivity. However, this refactoring work will be addressed in a separate task. https://jira.duraspace.org/browse/DURACLOUD-237",5
"Hashed user credentials
This improvement is to change from the current pattern of storing user credentials in-memory as plain text to, storing the hash of the credentials in-memory and having authN perform the same hashing (SHA256?). See Spring Security for adding a ""password-encoder"" to authentication providers in both 2.x and 3.x versions.",5
"Bulk service status message
This improvement is to more accurately display the service status state of bulk services. Currently, bulk image conversion and bulk bit integrity checking are processed in two steps: 1. hadoop processing 2. post processing on duracloud instance  The service status shows conflicting messages. The ""Job State"" is ""COMPLETE"" when the hadoop step is done, but the ""service status"" shows ""Post Job Processing"" for bit integrity, and nothing for image conversion.  More accurate and consistent status messages need to be put in place across the services.",2
"Bit Integrity Service: iterating over http stream
This issue is to change the ListingIterator found in HashFinderWorkload.java to iterate over a cached file inputstream rather than the content inputstream from an http GET. Although in most scenarios this is not an issue, when the content stream is large (30,000+ lines) the http stream sometimes breaks, causing the iteration to stop.",1
"Allow build-time specification of dependency osgi bundle version
This improvement is to allow services built within a particular version of the baseline (say 1.4.0) to specify compatibility with dependency DuraCloud-osgi bundles from another version (say 1.3.0).",1
