Issue,Storypoint
"NullPointerException occurs when editing issue - related to 'GreenHopper Released Version History' field
When attempting to edit an issue in JIRA the edit fails when user clicks the 'update' button, it throws a java.lang.NullPointerException at the top of the edit issue window. If you check the logs the following error appears:    {noformat}  @400000004f45c7530fe9a96c 2012-02-23 01:57:45,265 TP-Processor10 ERROR sysadmin 117x11680x1 evyd4p 59.167.133.99,207.223.247.46 /secure/QuickEditIssue.jspa [jira.bc.issue.DefaultIssueService] Exception occurred editing issue: java.lang.NullPointerException  @400000004f45c7530fe9b13c java.lang.NullPointerException  @400000004f45c7530fe9b524       at java.util.AbstractCollection.addAll(AbstractCollection.java:303)  @400000004f45c7530fe9b524       at com.pyxis.greenhopper.jira.customfields.ReleasedVersionHistoryCFType.updateValue(ReleasedVersionHistoryCFType.java:68)  @400000004f45c7530fed04cc       at com.pyxis.greenhopper.jira.customfields.ReleasedVersionHistoryCFType.updateValue(ReleasedVersionHistoryCFType.java:25)  @400000004f45c7530fed08b4       at com.atlassian.jira.issue.fields.CustomFieldImpl.updateValue(CustomFieldImpl.java:405)  @400000004f45c7530fed08b4       at com.atlassian.jira.issue.fields.CustomFieldImpl.updateValue(CustomFieldImpl.java:366)  @400000004f45c7530fed146c       at com.atlassian.jira.issue.managers.DefaultIssueManager.updateFieldValues(DefaultIssueManager.java:589)  @400000004f45c7530fed146c       at com.atlassian.jira.issue.managers.DefaultIssueManager.updateIssue(DefaultIssueManager.java:554)  @400000004f45c7530fed1854       at com.atlassian.jira.bc.issue.DefaultIssueService.update(DefaultIssueService.java:272)  @400000004f45c7530fed27f4       at com.atlassian.jira.bc.issue.DefaultIssueService.update(DefaultIssueService.java:246)  @400000004f45c7530fed2bdc       at sun.reflect.GeneratedMethodAccessor1929.invoke(Unknown Source)  @400000004f45c7530fed2bdc       at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)  @400000004f45c7530fed2fc4       at java.lang.reflect.Method.invoke(Method.java:597)  @400000004f45c7530fed33ac       at com.atlassian.multitenant.impl.MultiTenantComponentFactoryImpl$AbstractMultiTenantAwareInvocationHandler.invokeInternal(MultiTenantComponentFactoryImpl.java:181)  @400000004f45c7530fed3794       at com.atlassian.multitenant.impl.MultiTenantComponentFactoryImpl$MultiTenantAwareInvocationHandler.invoke(MultiTenantComponentFactoryImpl.java:211)  @400000004f45c7530fed3b7c       at $Proxy298.update(Unknown Source)  @400000004f45c7530fed3b7c       at sun.reflect.GeneratedMethodAccessor1929.invoke(Unknown Source)  @400000004f45c7530fed434c       at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)  @400000004f45c7530fed434c       at java.lang.reflect.Method.invoke(Method.java:597)  @400000004f45c7530fed4734       at com.atlassian.plugin.osgi.hostcomponents.impl.DefaultComponentRegistrar$ContextClassLoaderSettingInvocationHandler.invoke(DefaultComponentRegistrar.java:129)  @400000004f45c7530fed4f04       at $Proxy298.update(Unknown Source)  @400000004f45c7530fed52ec       at sun.reflect.GeneratedMethodAccessor1929.invoke(Unknown Source)  @400000004f45c7530fed52ec       at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)  @400000004f45c7530fed56d4       at java.lang.reflect.Method.invoke(Method.java:597)  @400000004f45c7530fed5abc       at com.atlassian.plugin.osgi.bridge.external.HostComponentFactoryBean$DynamicServiceInvocationHandler.invoke(HostComponentFactoryBean.java:154)  @400000004f45c7530fed5ea4       at $Proxy298.update(Unknown Source)  @400000004f45c7530fed5ea4       at com.atlassian.jira.quickedit.action.QuickEditIssue.doExecute(QuickEditIssue.java:128)  @400000004f45c7530fed628c       at webwork.action.ActionSupport.execute(ActionSupport.java:165)  @400000004f45c7530fed79fc       at com.atlassian.jira.action.JiraActionSupport.execute(JiraActionSupport.java:82)  @400000004f45c7530fed79fc       at webwork.interceptor.DefaultInterceptorChain.proceed(DefaultInterceptorChain.java:39)  @400000004f45c7530fed7de4       at webwork.interceptor.NestedInterceptorChain.proceed(NestedInterceptorChain.java:31)  @400000004f45c7530fed7de4       at webwork.interceptor.ChainedInterceptor.intercept(ChainedInterceptor.java:16)  @400000004f45c7530fed85b4       at webwork.interceptor.DefaultInterceptorChain.proceed(DefaultInterceptorChain.java:35)  @400000004f45c7530fed916c       at webwork.dispatcher.GenericDispatcher.executeAction(GenericDispatcher.java:205)  @400000004f45c7530fed916c       at webwork.dispatcher.GenericDispatcher.executeAction(GenericDispatcher.java:143)  @400000004f45c7530fed9554       at com.atlassian.jira.web.dispatcher.JiraWebworkActionDispatcher.service(JiraWebworkActionDispatcher.java:152)  @400000004f45c7530fed993c       at javax.servlet.http.HttpServlet.service(HttpServlet.java:717)  @400000004f45c7530fed9d24       at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290)  @400000004f45c7530feda10c       at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)  @400000004f45c7530feda10c       at com.atlassian.jira.web.filters.steps.ChainedFilterStepRunner.doFilter(ChainedFilterStepRunner.java:78)  @400000004f45c7530feda4f4       at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)  @400000004f45c7530feda8dc       at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)  @400000004f45c7530fedacc4       at com.atlassian.core.filters.HeaderSanitisingFilter.doFilter(HeaderSanitisingFilter.java:44)  @400000004f45c7530fedacc4       at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)  @400000004f45c7530fedb87c       at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)  @400000004f45c7530fedb87c       at com.atlassian.plugin.servlet.filter.IteratingFilterChain.doFilter(IteratingFilterChain.java:46)  @400000004f45c7530fedbc64       at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter$1.doFilter(DelegatingPluginFilter.java:66)  @400000004f45c7530fedbc64       at com.atlassian.applinks.core.rest.context.ContextFilter.doFilter(ContextFilter.java:25)  @400000004f45c7530fedc81c       at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter.doFilter(DelegatingPluginFilter.java:74)  @400000004f45c7530fedc81c       at com.atlassian.plugin.servlet.filter.IteratingFilterChain.doFilter(IteratingFilterChain.java:42)  @400000004f45c7530fedcc04       at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter$1.doFilter(DelegatingPluginFilter.java:66)  @400000004f45c7530fedcc04       at com.atlassian.agmp.integration.jira.ReprovisionConfigFilter.doFilter(ReprovisionConfigFilter.java:87)  @400000004f45c7530fedd3d4       at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter.doFilter(DelegatingPluginFilter.java:74)  {noformat}    I've confirmed that this error is only occuring for issues which have a value in a custom field of type 'GreenHopper Released Version History'.    h2. Workaround    This only appears to occur when the 'Release Version History' field has been added to the screen used for editing. If you remove this field from all screens then the issue should be resolved.",2
"NullPointerException occurs when editing issue - related to 'GreenHopper Released Version History' field
When attempting to edit an issue in JIRA the edit fails when user clicks the 'update' button, it throws a java.lang.NullPointerException at the top of the edit issue window. If you check the logs the following error appears:    {noformat}  @400000004f45c7530fe9a96c 2012-02-23 01:57:45,265 TP-Processor10 ERROR sysadmin 117x11680x1 evyd4p 59.167.133.99,207.223.247.46 /secure/QuickEditIssue.jspa [jira.bc.issue.DefaultIssueService] Exception occurred editing issue: java.lang.NullPointerException  @400000004f45c7530fe9b13c java.lang.NullPointerException  @400000004f45c7530fe9b524       at java.util.AbstractCollection.addAll(AbstractCollection.java:303)  @400000004f45c7530fe9b524       at com.pyxis.greenhopper.jira.customfields.ReleasedVersionHistoryCFType.updateValue(ReleasedVersionHistoryCFType.java:68)  @400000004f45c7530fed04cc       at com.pyxis.greenhopper.jira.customfields.ReleasedVersionHistoryCFType.updateValue(ReleasedVersionHistoryCFType.java:25)  @400000004f45c7530fed08b4       at com.atlassian.jira.issue.fields.CustomFieldImpl.updateValue(CustomFieldImpl.java:405)  @400000004f45c7530fed08b4       at com.atlassian.jira.issue.fields.CustomFieldImpl.updateValue(CustomFieldImpl.java:366)  @400000004f45c7530fed146c       at com.atlassian.jira.issue.managers.DefaultIssueManager.updateFieldValues(DefaultIssueManager.java:589)  @400000004f45c7530fed146c       at com.atlassian.jira.issue.managers.DefaultIssueManager.updateIssue(DefaultIssueManager.java:554)  @400000004f45c7530fed1854       at com.atlassian.jira.bc.issue.DefaultIssueService.update(DefaultIssueService.java:272)  @400000004f45c7530fed27f4       at com.atlassian.jira.bc.issue.DefaultIssueService.update(DefaultIssueService.java:246)  @400000004f45c7530fed2bdc       at sun.reflect.GeneratedMethodAccessor1929.invoke(Unknown Source)  @400000004f45c7530fed2bdc       at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)  @400000004f45c7530fed2fc4       at java.lang.reflect.Method.invoke(Method.java:597)  @400000004f45c7530fed33ac       at com.atlassian.multitenant.impl.MultiTenantComponentFactoryImpl$AbstractMultiTenantAwareInvocationHandler.invokeInternal(MultiTenantComponentFactoryImpl.java:181)  @400000004f45c7530fed3794       at com.atlassian.multitenant.impl.MultiTenantComponentFactoryImpl$MultiTenantAwareInvocationHandler.invoke(MultiTenantComponentFactoryImpl.java:211)  @400000004f45c7530fed3b7c       at $Proxy298.update(Unknown Source)  @400000004f45c7530fed3b7c       at sun.reflect.GeneratedMethodAccessor1929.invoke(Unknown Source)  @400000004f45c7530fed434c       at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)  @400000004f45c7530fed434c       at java.lang.reflect.Method.invoke(Method.java:597)  @400000004f45c7530fed4734       at com.atlassian.plugin.osgi.hostcomponents.impl.DefaultComponentRegistrar$ContextClassLoaderSettingInvocationHandler.invoke(DefaultComponentRegistrar.java:129)  @400000004f45c7530fed4f04       at $Proxy298.update(Unknown Source)  @400000004f45c7530fed52ec       at sun.reflect.GeneratedMethodAccessor1929.invoke(Unknown Source)  @400000004f45c7530fed52ec       at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)  @400000004f45c7530fed56d4       at java.lang.reflect.Method.invoke(Method.java:597)  @400000004f45c7530fed5abc       at com.atlassian.plugin.osgi.bridge.external.HostComponentFactoryBean$DynamicServiceInvocationHandler.invoke(HostComponentFactoryBean.java:154)  @400000004f45c7530fed5ea4       at $Proxy298.update(Unknown Source)  @400000004f45c7530fed5ea4       at com.atlassian.jira.quickedit.action.QuickEditIssue.doExecute(QuickEditIssue.java:128)  @400000004f45c7530fed628c       at webwork.action.ActionSupport.execute(ActionSupport.java:165)  @400000004f45c7530fed79fc       at com.atlassian.jira.action.JiraActionSupport.execute(JiraActionSupport.java:82)  @400000004f45c7530fed79fc       at webwork.interceptor.DefaultInterceptorChain.proceed(DefaultInterceptorChain.java:39)  @400000004f45c7530fed7de4       at webwork.interceptor.NestedInterceptorChain.proceed(NestedInterceptorChain.java:31)  @400000004f45c7530fed7de4       at webwork.interceptor.ChainedInterceptor.intercept(ChainedInterceptor.java:16)  @400000004f45c7530fed85b4       at webwork.interceptor.DefaultInterceptorChain.proceed(DefaultInterceptorChain.java:35)  @400000004f45c7530fed916c       at webwork.dispatcher.GenericDispatcher.executeAction(GenericDispatcher.java:205)  @400000004f45c7530fed916c       at webwork.dispatcher.GenericDispatcher.executeAction(GenericDispatcher.java:143)  @400000004f45c7530fed9554       at com.atlassian.jira.web.dispatcher.JiraWebworkActionDispatcher.service(JiraWebworkActionDispatcher.java:152)  @400000004f45c7530fed993c       at javax.servlet.http.HttpServlet.service(HttpServlet.java:717)  @400000004f45c7530fed9d24       at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:290)  @400000004f45c7530feda10c       at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)  @400000004f45c7530feda10c       at com.atlassian.jira.web.filters.steps.ChainedFilterStepRunner.doFilter(ChainedFilterStepRunner.java:78)  @400000004f45c7530feda4f4       at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)  @400000004f45c7530feda8dc       at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)  @400000004f45c7530fedacc4       at com.atlassian.core.filters.HeaderSanitisingFilter.doFilter(HeaderSanitisingFilter.java:44)  @400000004f45c7530fedacc4       at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:235)  @400000004f45c7530fedb87c       at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206)  @400000004f45c7530fedb87c       at com.atlassian.plugin.servlet.filter.IteratingFilterChain.doFilter(IteratingFilterChain.java:46)  @400000004f45c7530fedbc64       at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter$1.doFilter(DelegatingPluginFilter.java:66)  @400000004f45c7530fedbc64       at com.atlassian.applinks.core.rest.context.ContextFilter.doFilter(ContextFilter.java:25)  @400000004f45c7530fedc81c       at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter.doFilter(DelegatingPluginFilter.java:74)  @400000004f45c7530fedc81c       at com.atlassian.plugin.servlet.filter.IteratingFilterChain.doFilter(IteratingFilterChain.java:42)  @400000004f45c7530fedcc04       at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter$1.doFilter(DelegatingPluginFilter.java:66)  @400000004f45c7530fedcc04       at com.atlassian.agmp.integration.jira.ReprovisionConfigFilter.doFilter(ReprovisionConfigFilter.java:87)  @400000004f45c7530fedd3d4       at com.atlassian.plugin.servlet.filter.DelegatingPluginFilter.doFilter(DelegatingPluginFilter.java:74)  {noformat}    I've confirmed that this error is only occuring for issues which have a value in a custom field of type 'GreenHopper Released Version History'.    h2. Workaround    This only appears to occur when the 'Release Version History' field has been added to the screen used for editing. If you remove this field from all screens then the issue should be resolved.",2
"As an admin who hasn't seen the analytics question I would like to be asked on every page until I say yes or no
Remove the X  Getting Started, Rapid Board, Configure Rapid Board, Manage Rapid Board, GreenHopper General Configuration page, License Page",5
"As an admin who hasn't seen the analytics question I would like to be asked on every page until I say yes or no
Remove the X  Getting Started, Rapid Board, Configure Rapid Board, Manage Rapid Board, GreenHopper General Configuration page, License Page",5
"As a user, I'd like the issue I just created on a board to be the selected issue by default, or to get a popup indicating it was created if the issue is not visible
To be clear: * Create issue and it is visible -> select the issue * Create issue and it is not visible -> show a popup * Does not happen in Report mode (only Plan and Work)",2
"As a user, I would like to see the issue count on the Sprint marker 
nan",5
"MVR: Issue operation to jump to a rapid board from an Issue
This is a complex one, so let's break it down.    * Providing an issue operation for an Issue to be able to ""go to"" a Rapid Board for this issue.  * The boards available to go to will be calculated only once the user initiates the action.  * Valid boards are calculated based on which boards the user has permission to see, as well as if the issue matches the filter of the board;  ** In the case of Kanban boards, the issue must also match the Work mode sub filter. It should *not* match if the issue only appears on Report mode.  ** In the case of Scrum boards, the issue may appear in any mode (Plan, Work or Report).  * If there are no valid boards, the user will be shown a message;  ** _Optionally, the user will be prompted to create a new board based on the project of the issue_.  * If there are multiple valid boards, the user will be prompted to choose one.  * If there is only one valid board, or if the user has chosen a board, the user will be redirected instantly.  * The user will be redirected to the precise location of the issue on the chosen board.  ** The issue will be selected if the location is Plan or Work mode.  ** In the case of a Scrum board, if the location is the Report mode, and the issue belongs to more than one sprint, the most recent sprint's retrospective report will be chosen.",8
"MVR: Report page showing Sprints (with a selector), include table of issues, link to issue nav
nan",8
"MVR: Sprint Report to include a burndown for the Sprint itself
- Smaller one than in the general one  - Hovers if possible",8
"MVR: Make the burndown chart understand when an issue was added/removed from Sprint (i.e understand scope change)
- Should handle change of Story Points value   https://extranet.atlassian.com/display/GHDEV/Estimation+and+Tracking+in+the+Rapid+Board#EstimationandTrackingintheRapidBoard-Tracking - The graph begins at the start time of the Sprint, it logically ends on the specified end date of the Sprint (which is marked on the graph) but continues until the time the Sprint was actually closed - Allow the Sprint to be specified but default to currently active Sprint  - The start value of the graph does not compensate for changes after the start of the sprint to the value  - Items burn down as they reach the done column  - Items that are added to the Sprint after its beginning are shown as scope change  - Items that are removed from the Sprint after its beginning are shown as scope change  - Items that have their estimate changed after the beginning of the Sprint are shown as scope change  - Scope changes (i.e anything other than a burndown) are shown with some sort of visual signal and information on hovering the inflection point ",13
"MVR: Search (filter) for Rapid Board Plan mode - (Search by issue key or by summary text)
Client side as a first attempt  Straight direct match of substring is minimum (no need for multiple keywords)  ",13
"MVR: Add a cog to access issue actions from detail view 
nan",5
"MVR: Allow plan mode to show subtasks, include a default filter for Scrum boards which hide subtasks
nan",13
"MVR: Allow plan mode to show subtasks, include a default filter for Scrum boards which hide subtasks
nan",13
"MVR: Implement issue swimlane strategy
Java remodelling",20
"MVR: Implement visualisation of swimlanes as parents 
Needs drop down in the config (refer to design) Parents always present except if themselves and all of their children are filtered  Swimlane configuration retains user defined filters even if you switch to parent strategy  ",13
"As a user, I would like to see the status of an issue in the detail view (in work and plan)
Not including the Status icon as this may be 'gone' in JIRA soon anyway...",2
"As a user I would like to rank above the marker even when there is one issue in scope
nan",2
"MVR: Prompt the user to resolve the parent when the subtasks are all done 
Just for parent swimlane strategy",8
"MVR: Prompt at the end of a Sprint if unfinished parent stories with all complete subtasks exist
- Offer to continue or to cancel  - Note to the user that they will go back to the backlog  - List of issues",5
"MV?: When all of the subtasks of a story are complete but the parent is not show an affordance that can be clicked by the user to advance the parent (and try to resolve the issue)
Clarification: Summary states that the affordance only needs to appear when the parent status is out of sync.    Should the affordance just show the status of the parent  Minimum required",5
"MV?: Implement the skinny detail view
Moves as you traverse with n and p   Fixed on RHS with all columns visible) (was Shifts to the right of the currently selected column ",20
"As a user I would like to go to GH as my default JIRa home page
This story involves implementing Trevs MyHome page feature.    Currently this is a per user dark feature.    We could add a -button- affordance to make this available on the board page",1
"Upgrade task to unify Board/Sprint data into AO instead of using PropertySets
nan",5
" MVR: Agile issue web panel to display Scrum information of an issue
This is a complex one, so let's break it down.    * Providing a web panel on the View Issue page to display Scrum information.  * Information displayed will be a list of the sprints of which this issue is a part of.  * The sprints will be broken down into two sections: Active and Completed  * Sprints will provide a link to ""go to the sprint"". This means going to a Rapid Board for this sprint.  * The boards available to go to will be calculated only once the user initiates the action.  * Valid boards are calculated based on which boards the user has permission to see, as well as if the issue matches the filter of the board;  ** Only scrum boards will be considered.  * If there are no valid boards, the user will be shown a message;  * If there are multiple valid boards, the user will be prompted to choose one.  * If there is only one valid board, or if the user has chosen a board, the user will be redirected instantly.  * The user will be redirected to the precise location of the sprint on the chosen board;  ** If the sprint is active, the location is Work mode of the board.  ** If the sprint is completed, the location is the retrospective report of that sprint on that board.",8
"As a user, I'd like to avoid confusion when hitting enter in the description field and having that save by saving on blur
nan",2
"Enhance Sprint Report 
- Include scheduled start/end and actual end (triggered when hit complete button)  - Divide into issues completed during Sprint and those not, include the status of the item at the end of the Sprint   - Include the estimate statistic for each item (ideally from time the item was added to the Sprint but current if not easy) - include the sum of the statistic (i.e the velocity)  - -Call out issues that were added and removed-  ",8
"Implement Sprint Burndown chart (for Numeric Fields)
- For the specified estimation statistic field (assuming the 'time tracking' option has not been specified for tracking)",5
"Make the Sprint Burndown chart use remaining estimate when the board has been configured that way
- Changes in the remaining estimate are burned down as they happen   - Time spent burns up   - Items that are added to the Sprint after its beginning are shown as scope change   - Items that are removed from the Sprint after its beginning are shown as scope change   ",20
"Add a subtasks tab to the detail view on plan mode 
- Add a new 'Subtasks' tab with an add button  - For each sub task: Show summary, key, avatar, status, remaining estimate, edit button (JIRA Edit Dialog), delete button",8
"Allow the backlog item estimation statistic to be selected as any numeric field in the issue
- Allow the Backlog item estimation statistic for a *Scrum* Rapid Board to be selected, the default should be the Story Point field but it should also be possible to set  any other Numeric field   - Show the Backlog item estimation statistic on the Plan mode in the lozenge  - Replaces existing use of lozenge (in detail view & card view)  - Label unit as 'Estimate', on hover show unit",13
"Implement the Velocity chart
- The Velocity chart will show amount of the Backlog item estimation statistic from Sprint to Sprint  - The graph is bucketed by Sprint  - For each Sprint the velocity is equal to the sum of the backlog item estimate for all issues that are in the last column at the end of the Sprint - Would also show the sum of estimation statistic committed to during the Sprint (i.e the ones that did not get done) - The PBI estimate used is from the time the issue was added to the Sprint (i.e at the start of the Sprint if the item was in at Sprint start or at the time it was added in the middle of the Sprint) - The graph is followed by a table that describes the values shown in the table - For each Sprint a row is shown along with the sum of completed and non completed PBIs, hyperlink to the Sprint report - A link is provided to the detailed Sprint burndown for that Sprint  - For now hardcode to last 7",8
"Allow the Backlog item estimation statistic for a Rapid Board to be set to Original Estimate  
Allow the Backlog item estimation statistic for a Rapid Board to be selected to be set to Original Estimate   ",13
"Warn on start sprint if primary items do not have the backlog item estimate set
- Warn offers OK or Cancel - ""The following issues do not have a <estimate unit> estimate specified. Estimates applied following the start of the Sprint will be considered scope change"" - Happens before the Sprint name and dates dialog",5
"Allow a numeric field to be specified Sprint tracking statistic for the Rapid Board
- Show the statistic in detail, editable in plan mode only  - If a Sprint is started warn if there is no estimate for an item that has the sprint tracking statistic ",8
"Allow a numeric field to be specified Sprint tracking statistic for the Rapid Board
- Show the statistic in detail, editable in plan mode only  - If a Sprint is started warn if there is no estimate for an item that has the sprint tracking statistic ",8
"Add a detail view cog menu item to remove an issue from a Sprint (DOES cause scope change)
- Work mode only   - Confirmation dialog   - Notification that it was successfully removed (with a link to the issue on Plan mode) ",5
"Implement Data Table for Burndown chart
- The graph is followed by a table that describes the exact timeline shown in the graph:     * At each point in time the issue that changed and the values that changed are shown     * At time 0 the table lists all issues that were present at the beginning of the graph     * At time <end> the table lists all issues that were remaining",3
"Go to best Sprint in retro report
- If the Sprint Retro report is opened and I've not opened it before I should  go latest finished Sprint  - If I was on the 'latest finished sprint' when I go back to the retro report it should always show me the 'latest finished sprint'",3
"Implement Original Estimate burndown
nan",8
"Allow a user to configure tracking to use Remaining Estimate
- In configuration describe this as ""This option will show the Remaining Estimate on the detail view so you can edit it""  - Make card and detail view operate as expected - If the estimate statistic is set to ""Original Time Estimate"", then when you enter an Estimate for the first time, it should also update the Remaining Time Estimate for the issue *iff* there is no value set for it already.",20
"Make TEAMCAL integration work
nan",3
"Incoporate the changes to My JIRA home into GH next
The JIRA team have tweaked (changed) the My JIRA home in 5.1      Martin Meinhold 12:53:07  the link element in the web-item only contains the target url, like:    <link linkId=""set_my_jira_home_issuenav"">/secure/IssueNavigator.jspa</link>    The actual update url is provided by JIRA itself  so no: /secure/MyJiraHome!Set.jspa?target= 12:54:01      So we need to put in 2 web items (since its not on 5.0.x) and have a condition on them so that only one turns up as appropriate.",1
"As a user, following Sprint completion I'd like to see the report of everything that happened automatically
nan",1
"Figure out what to do with issues which come into a sprint with no statistic value and then change half way through
- Put all items in to the data table at the bottom (i.e when they're added or removed from the Sprint) even if they do not have an estimate and therefore don't affect the burndown  Add issue to sprint with no estimate, then change estimate, only shows as statistic value change in table. This problem is particularly bad when you then later remove the issue from the sprint - as the issue addition and removal is completely hidden from the table and is not shown as scope change.",8
"Figure out what to do with issues which come into a sprint with no statistic value and then change half way through
- Put all items in to the data table at the bottom (i.e when they're added or removed from the Sprint) even if they do not have an estimate and therefore don't affect the burndown  Add issue to sprint with no estimate, then change estimate, only shows as statistic value change in table. This problem is particularly bad when you then later remove the issue from the sprint - as the issue addition and removal is completely hidden from the table and is not shown as scope change.",8
"As a planner I want to be able to show the sum of all issues' remaining estimate in an upcoming sprint
As a RapidBoardUser I want to be able to show the sum of all issues remainingestimate, so I can see which workload I have.  COS: - Not show if equal - Only when tracking is enabled for a board",5
"As an admin I would like to know what greenhopper upgrade tasks are up to
Currently GH does some things to protect itself in upgrade tasks but not enough    We need to track    * when a upgrade tasks runs  * what upgrade task  * what version of GH at the time    ",3
"Rearrange the Agile menu
- Labs configuration option used to enable new Agile menu - 5 most recently used boards at the top, 'Other...' takes you to manage  - 'Classic...' at the bottom, takes me to Planning version board initially then I can choose another one using the dropdown menu  - Click on Agile should work as currently (i.e most recent classic or Rapid Board) ",8
"MVR: When I click 'Classic...' in the new menu structure give me a way back
- If I go to Classic I need a notification saying I probably don't want to be here and a link to go back to the Getting Started page - This message always appears until I say don't show again - Shaun will write the copy - Only with new menu structure  ""The Classic boards are no longer being actively improved and are not recommended for use in new projects.{0}Learn more about {1}Getting Started{2} with the new boards."" ",5
"MVR: Change keyboard shortcuts (Go to Planning Board) etc based on the new Agile menu structure
- Make 'g' and 'h' - Go to Agile  - Make 'g' and 'a' - Go to Agile - Invisible - Make 'g' and 't' - Go to Agile - Invisible",5
"MVR: Rename issue operations (or remove not used ones) when new Agile menu structure is enabled
- Remove: Go to Planning/Task - Rename 'Rapid Board' to 'Agile Board'",2
"Translate URLs according to new terminology
nan",8
"Translate URLs according to new terminology
nan",8
"When starting a Sprint with Time Remaining set to the Sprint tracking statistic, warn if Remaining Estimate is unset (or uninherited from children) for any item
nan",3
"As a rapid board user with buggy browser extensions, I don't want exceptions thrown from extensions to break GreenHopper
GreenHopper appears to use a global exception handler that reacts to any uncaught exception by showing an error on the rapid board.  We've seen a couple of support requests from users with browser extensions that throw exceptions. In some cases, the errors may be benign and GreenHopper could continue to function normally, but the errors alarm people, and as a result they raise support requests.  This could potentially be caused by any JavaScript that runs within the context of the page: browser extensions, GreaseMonkey scripts, even JIRA plugins or Speakeasy extensions.",5
"Remove Scrum Rapid Board from labs
- Always on, remove labs checkbox - Update Getting Started screen (should still include some Classic information in the Scrum section)  - Update text on Getting Started for Intro and Latest News (SC) ",8
"Add option to exclude weekends from cycle time calculations
When viewing cycle time charts, weekends are included in the calculations. There should be an option to exclude weekends, if desired.  (!) Testing Notes (!)  Q: What if the user's timezone does not match the server timezone? A: (x) Not Answered  Q: Is this setting remembered between page views? A: (x) Not Answered  Q: Is it clearly specified when this option is on/off? A: (x) Not Answered  Q: What happens to any events that happen in these excluded windows? Will they simply not be displayed/will they be calculated? A: (x) Not Answered  Q: What if there are large outliers in the excluded period? Will the chart adjust properly? A: (x) Not Answered",2
"Make CFD in RB Sprint sensitive
Add the option to refine the CFD using a sprint",13
"Make CFD in RB Sprint sensitive
Add the option to refine the CFD using a sprint",13
"Put add comment button the comment tab 
nan",2
"Put add attachment button on attachment tab
nan",2
"Show sub tasks tab on Work mode in Rapid Board
nan",2
"Sprint Report should visually call out added and removed stories
- Styling for the Added items  - Third table for Removed items  - Styling for Added items do need to be possible in Removed table",3
"Sort status objects in column configuration to show non zero alphabetical, divider then zero alphabetical
nan",2
"When story moved to done column don't scroll to it
Stay selected  ",2
"When a Rapid Board is shown, add the projects shown in issues to the most recently used list in JIRA
COS: * Pool/Backlog data will now return as part of the payload a list of projects contained in the issues. This data will be expanded upon in the future. * This story will incorporate GHS-5217 * In the case where no issues are found in a backlog/pool, we determine recent projects by the query of the board ** If the query is not project-based, then we do not modify the project history * Be smart about where projects get inserted into the history * When viewing a Rapid Board via a gadget, this should not have an effect on the recent projects for the user   To be smart about history, consider the following example.  Viewing a board with issues from projects A, B, X and Y.  The issues are seen by the board (ordered by Rank), in the order X, A, B, Y.  The user's current history contains the projects in the following order (most recent first): D, B, A, F, G.  Because we do not want to upset the order of projects that were already in the history and that we have just seen, the desired new ordering of projects is as follows: B, A, X, Y, D, F, G.",8
"As a user, I'd like the Rapid Board to remember which board I'm on regardless of which computer I'm on
COS:   - Keep the last 5 boards used on the server side  - Logged in only",5
"As a user, I'd like the Rapid Board to remember which board I'm on regardless of which computer I'm on
COS:   - Keep the last 5 boards used on the server side  - Logged in only",5
